Iso_code,Year,value
818,2008,0.689
818,2009,0.692
818,2010,0.693
818,2011,0.691
818,2012,0.692
818,2013,0.691
818,2014,0.692
818,2015,0.697
818,2016,0.7
818,2017,0.703
818,2018,0.706
222,1990,0.571
222,1991,0.571
222,1992,0.581
222,1993,0.587
222,1994,0.593
222,1995,0.599
222,1996,0.598
222,1997,0.6
222,1998,0.603
222,1999,0.604
222,2000,0.605
222,2001,0.605
222,2002,0.606
222,2003,0.606
222,2004,0.607
222,2005,0.61
222,2006,0.617
222,2007,0.619
222,2008,0.623
222,2009,0.617
222,2010,0.621
222,2011,0.626
222,2012,0.628
222,2013,0.63
222,2014,0.631
222,2015,0.634
222,2016,0.636
222,2017,0.638
222,2018,0.641
226,1990,0.401
226,1991,0.399
226,1992,0.441
226,1993,0.449
226,1994,0.441
226,1995,0.445
226,1996,0.512
226,1997,0.657
226,1998,0.666
226,1999,0.704
226,2000,0.684
226,2001,0.681
