Iso_code,Year,midyear_population,midyear_population_male,midyear_population_female
600,2018,7025763,3522048,3503715
356,2034,1508252196,779547836,728704360
90,1981,238737,122977,115760
70,2023,3808983,1856233,1952750
174,1997,505845,247196,258649
178,2031,6828175,3418955,3409220
804,1990,51622275,23872203,27750072
585,2026,22183,11291,10892
663,1995,32712,16438,16274
598,2038,9138950,4609426,4529524
52,2015,290604,140576,150028
44,2050,371219,182034,189185
499,2041,606518,299560,306958
642,2018,21457116,10437194,11019922
788,2033,12177860,5953604,6224256
308,2005,104592,52531,52061
659,2007,48657,24246,24411
454,2023,23387841,11579736,11808105
504,2021,35270322,17292245,17978077
729,2044,55680589,27667841,28012748
92,2039,51804,24196,27608
328,2048,875101,436465,438636
434,1999,4912162,2535696,2376466
48,2022,1540954,928978,611976
462,2021,391506,205336,186170
450,2031,34059435,17018538,17040897
703,1991,5281610,2577022,2704588
620,2018,10842647,5301251,5541396
688,1994,7700799,3767579,3933220
674,2036,36338,17481,18857
643,2038,135232566,62557057,72675509
462,2026,388810,193928,194882
458,2012,29179952,14811711,14368241
380,2037,62461731,30010769,32450962
630,2013,3645648,1743461,1902187
50,2039,186492237,90503403,95988834
352,2024,363685,181995,181690
72,2039,2673572,1425478,1248094
422,2029,5504234,2747394,2756840
231,2000,64365225,32129907,32235318
458,2002,24282607,12354987,11927620
528,2037,17964190,8815090,9149100
276,2048,72234493,34682270,37552223
44,2026,351132,172241,178891
670,2014,102918,52282,50636
682,2013,26939583,14710676,12228907
528,2016,17016967,8419363,8597604
340,2039,11841552,5979097,5862455
384,1979,8270975,4252937,4018038
52,2009,284589,137676,146913
894,2040,30338826,15147156,15191670
760,1984,10100847,5167379,4933468
492,2014,30508,14848,15660
392,2043,112347481,53997850,58349631
324,2032,18060662,9047059,9013603
250,2011,65296094,31925929,33370165
380,2036,62498712,30036819,32461893
466,2003,11794333,5779053,6015280
454,2022,22635591,11206505,11429086
152,2047,19726557,9644258,10082299
540,2036,340515,168678,171837
222,2038,6340148,3025583,3314565
4,1984,12768664,6537466,6231198
92,2037,50363,23559,26804
60,2017,70864,34273,36591
192,2001,11178711,5591881,5586830
548,2017,282814,141206,141608
703,2019,5443336,2641753,2801583
548,2043,406035,199292,206743
276,2032,77473091,37698887,39774204
144,2050,25166733,12242540,12924193
356,2002,1040284824,538917190,501367634
332,1978,5270294,2589658,2680636
308,2039,115501,58285,57216
548,2044,410075,201172,208903
32,2021,45862619,22700290,23162329
833,1995,72326,34983,37343
586,2040,269151265,136729171,132422094
76,2005,186020004,92090981,93929023
520,2024,9963,4610,5353
876,2023,15966,8135,7831
548,2036,375811,185151,190660
32,2046,53356869,26449226,26907643
466,2022,20762645,10098706,10663939
90,1980,230768,119049,111719
784,2048,8027499,5279283,2748216
558,2043,7161069,3489733,3671336
242,2034,983287,496247,487040
826,2043,70525294,35101063,35424231
716,2009,11392629,5384407,6008222
308,2010,107818,54425,53393
156,2033,1395677326,709603580,686073746
116,1993,10624234,5109374,5514860
862,2016,30912302,15392405,15519897
398,2012,17522010,8405789,9116221
762,2034,10556558,5236504,5320054
508,2037,43495430,21549012,21946418
524,2045,33491566,16587089,16904477
60,1996,60871,29465,31406
184,2041,5868,2939,2929
120,2036,39314972,19658310,19656662
876,2004,15034,7518,7516
478,2000,2500867,1205403,1295464
124,2047,40840787,20103587,20737200
531,2046,151724,74176,77548
232,2036,7473592,3682102,3791490
566,1981,77157630,39727976,37429654
132,2018,568373,275918,292455
231,1987,43058596,21695004,21363592
670,2045,95242,47755,47487
662,1993,142793,69975,72818
442,2035,763446,384852,378594
807,2049,1999781,988558,1011223
662,2033,169853,81944,87909
132,1995,385425,184904,200521
682,2027,32673318,17580316,15093002
652,1989,4834,2578,2256
716,2011,12084304,5812876,6271428
76,1993,156963840,77974893,78988947
728,2017,13026129,6606215,6419914
231,1998,60764879,30376948,30387931
246,2033,5634333,2772496,2861837
84,2032,452482,229082,223400
64,2046,938225,478697,459528
438,2024,40244,20057,20187
275,2025,3153234,1602606,1550628
51,2005,3084080,1464674,1619406
64,2021,790121,410650,379471
528,2007,16351022,8078972,8272050
768,2002,5277933,2619082,2658851
643,2025,140139049,64787578,75351471
591,1984,2123462,1078115,1045347
604,1995,23863296,12001645,11861651
56,2034,12406644,6107751,6298893
876,1996,14118,6971,7147
170,1997,37619943,18584764,19035179
51,2046,2566094,1286953,1279141
140,2018,5745062,2852769,2892293
795,2029,5985193,2956730,3028463
76,2035,228276400,111705221,116571179
504,2018,34314130,16840967,17473163
92,2026,42105,19903,22202
300,2040,10366356,5000725,5365631
268,2015,4931226,2358168,2573058
324,2006,9345729,4670469,4675260
660,2016,16752,7993,8759
44,2036,365719,179469,186250
834,2015,51045882,25437587,25608295
384,2030,29723572,14973734,14749838
882,2002,179429,93099,86330
608,2035,133728604,66968902,66759702
332,1999,8121292,3998366,4122926
417,2049,7046173,3436244,3609929
360,1999,210746403,105097974,105648429
804,2017,44033874,20391547,23642327
418,2015,6911544,3429784,3481760
688,2039,6328133,3077655,3250478
4,1994,18486041,9433710,9052331
266,1999,1195647,592253,603394
120,2032,35966181,17996284,17969897
748,2013,1403362,700035,703327
554,2002,3898456,1935589,1962867
68,2046,15526172,7678577,7847595
430,1991,1814705,919130,895575
380,2030,62622556,30140096,32482460
710,2042,66190620,32837785,33352835
833,2028,93441,46945,46496
422,2017,6229794,3119969,3109825
690,2034,101946,53504,48442
450,1983,9463017,4722164,4740853
332,1986,6204938,3045234,3159704
860,2035,33652847,16671842,16981005
384,1983,9606456,4930028,4676428
634,2045,2547564,1889149,658415
258,2046,324979,163846,161133
84,2033,458149,231939,226210
16,2021,53706,26649,27057
478,2022,4172274,2009298,2162976
496,2038,3538730,1698465,1840265
466,2031,26249979,12753777,13496202
862,2003,25531016,12647771,12883245
768,2016,7756937,3846983,3909954
203,2017,10674723,5250205,5424518
807,2037,2086132,1034309,1051823
100,2009,7427946,3637305,3790641
104,2011,53999804,26844857,27154947
184,2021,8360,4295,4065
608,2032,128937361,64599886,64337475
652,2034,6934,3628,3306
776,2007,104407,52369,52038
50,2000,128734672,64987170,63747502
498,2003,4040951,1944039,2096912
372,2010,4622917,2307533,2315384
776,1995,97397,48815,48582
454,2014,17377468,8598638,8778830
36,2004,19995075,9998272,9996803
188,2010,4516220,2269129,2247091
360,1985,166069318,82603859,83465459
51,2016,3051250,1477004,1574246
850,2024,96821,44141,52680
268,2029,4910543,2353049,2557494
566,2019,200059309,101975795,98083514
760,2012,21772036,11032353,10739683
320,2003,11725208,5801090,5924118
654,2011,7700,3896,3804
608,2002,79872190,40066468,39805722
566,2020,204909220,104435960,100473260
50,2015,154596024,76309997,78286027
760,1982,9379757,4801966,4577791
0,2040,2168728,1109749,1058979
76,2037,229595148,112256834,117338314
583,2014,105681,52374,53307
414,2006,2316880,1370226,946654
300,2036,10462994,5059118,5403876
48,2027,1604123,954876,649247
430,2041,7159512,3558235,3601277
360,2010,243422739,121700343,121722396
96,1986,224731,119220,105511
478,2024,4340599,2090407,2250192
630,2027,3454395,1643780,1810615
520,2050,11995,5334,6661
422,2050,5621049,2784265,2836784
276,2004,82487209,40368473,42118736
372,2033,5753174,2862178,2890996
752,2005,9082561,4504964,4577597
203,2033,10568441,5218195,5350246
608,2033,130547917,65396784,65151133
44,1995,265181,129164,136017
887,2024,32246071,16276347,15969724
340,2035,11388789,5749160,5639629
308,1995,97743,48517,49226
44,2022,342531,167955,174576
834,2002,35226778,17411429,17815349
422,2043,5681312,2825812,2855500
120,2039,41915627,20947322,20968305
585,2017,21431,11147,10284
104,1992,41791151,20760755,21030396
533,2032,134344,63331,71013
308,2040,115435,58218,57217
608,1987,57337128,28726047,28611081
32,1993,34407178,16998680,17408498
548,2006,223329,112874,110455
404,2038,62545287,31171936,31373351
204,2049,21782794,10989492,10793302
748,2027,1612458,817939,794519
296,2001,86759,43095,43664
591,1999,2847789,1440727,1407062
834,1984,20886728,10269089,10617639
780,2046,1048318,524401,523917
268,2007,4824432,2300016,2524416
752,2035,11189879,5567572,5622307
352,2019,347183,173926,173257
832,2045,107576,53296,54280
231,2001,66230452,33039250,33191202
324,1998,7906607,3933021,3973586
762,2046,11788278,5830949,5957329
620,2032,10690316,5262950,5427366
352,1999,277278,138779,138499
233,2009,1307409,604408,703001
422,2015,6184701,3097837,3086864
328,2005,774833,390883,383950
795,2036,6241715,3075677,3166038
178,2028,6374429,3193298,3181131
250,1992,58954114,28722589,30231525
158,1996,21457706,11036398,10421308
858,2019,3378471,1634397,1744074
70,2002,3826637,1864119,1962518
492,2049,30119,14524,15595
740,2041,702244,351401,350843
876,2042,15861,8071,7790
52,2034,296801,142530,154271
887,2012,24617071,12468706,12148365
776,1997,98046,49139,48907
666,1985,6159,3053,3106
450,2018,25683610,12839244,12844366
422,2001,3894693,1920727,1973966
728,2038,22038018,11132704,10905314
764,2027,69708718,34015428,35693290
484,2032,141868669,69244991,72623678
833,2042,94225,47244,46981
352,2045,402343,199281,203062
524,2035,33115123,16352134,16762989
364,1993,63099661,32164055,30935606
756,2028,8807046,4345238,4461808
20,2041,80614,40218,40396
800,2010,31507228,15646913,15860315
480,2016,1348242,662816,685426
531,2037,154301,74839,79462
858,2048,3499622,1702259,1797363
212,2041,69901,35079,34822
533,2001,90971,43358,47613
500,2031,5711,2852,2859
860,2031,33031081,16386867,16644214
300,2019,10752626,5242042,5510584
203,2041,10413121,5153787,5259334
591,2022,3985388,2002313,1983075
562,2045,40297882,20120278,20177604
558,2027,6603518,3218864,3384654
834,2049,116302087,58200512,58101575
620,1997,10156415,4901511,5254904
666,2011,5888,2901,2987
516,2011,2213988,1079261,1134727
152,2011,16915020,8316374,8598646
31,2035,10973747,5434432,5539315
332,2045,14093422,6885740,7207682
92,2045,56073,26094,29979
398,1996,16236550,7860475,8376075
548,2040,393493,193439,200054
780,2029,1158307,585777,572530
104,2014,55746253,27706737,28039516
288,1997,17927437,8909026,9018411
630,2029,3428698,1631387,1797311
48,2015,1346613,816237,530376
430,1998,2349511,1170020,1179491
203,2043,10373714,5138028,5235686
840,1984,235824902,114670261,121154641
76,1997,166840211,82776434,84063777
140,2029,7184685,3578306,3606379
840,2003,290107933,142428897,147679036
414,2029,3299341,1887618,1411723
20,2022,85476,43793,41683
203,2048,10261385,5091344,5170041
233,2023,1202232,566143,636089
450,2009,20282443,10131473,10150970
12,2030,48148456,24372556,23775900
388,2050,3554571,1769739,1784832
703,2016,5445802,2642915,2802887
156,2014,1361344333,700476674,660867659
174,2021,858404,414924,443480
400,2024,8184311,4105577,4078734
196,2012,1138071,580912,557159
64,1997,574838,305169,269669
776,1987,95347,47804,47543
72,1988,1188941,567963,620978
156,2034,1392138860,707204828,684934032
120,2037,40173852,20084185,20089667
792,1996,62229966,31442139,30787827
20,2028,84623,43052,41571
60,2032,73419,35417,38002
51,2013,3064111,1476424,1587687
400,2048,11194669,5539034,5655635
384,1975,7030905,3621190,3409715
70,2039,3522899,1708182,1814717
60,2034,73355,35368,37987
840,2002,287625193,141230559,146394634
562,2011,15801752,7928360,7873392
108,2041,23818676,11879954,11938722
246,2037,5606703,2757536,2849167
580,2031,66287,32029,34258
578,2045,6266252,3148419,3117833
340,2002,6693687,3359651,3334036
854,2038,35899481,17875875,18023606
364,2006,73184402,37188029,35996373
208,2045,5634629,2736089,2898540
51,1996,3120068,1476137,1643931
296,2018,109367,53219,56148
646,2008,10440771,5194618,5246153
776,2041,92483,46197,46286
626,2018,1321929,661667,660262
300,2032,10545208,5109798,5435410
616,2003,38599320,18740127,19859193
226,1987,342469,165268,177201
72,2025,2425114,1258847,1166267
466,2005,12527225,6129161,6398064
654,2002,7335,3722,3613
292,2011,28956,14581,14375
308,2023,114186,57926,56260
748,2019,1498103,752795,745308
50,2037,184745171,89774727,94970444
832,2042,107560,53253,54307
48,2035,1700285,999774,700511
591,2008,3309679,1669106,1640573
275,2028,3301329,1676933,1624396
328,1983,762158,379220,382938
12,2026,46342439,23472441,22869998
233,2050,923335,449124,474211
332,2016,10485800,5186160,5299640
705,2014,1988292,968207,1020085
144,2018,22576592,11026520,11550072
686,2006,11096111,5370197,5725914
320,1992,9367079,4710985,4656094
524,1971,12154668,6155739,5998929
784,2015,5779760,3962699,1817061
716,2004,11735046,5735514,5999532
831,2048,66790,32617,34173
328,2037,847583,424542,423041
620,2049,9994619,4944226,5050393
598,1998,4567798,2389413,2178385
764,2047,66988918,32363131,34625787
831,2018,66697,33126,33571
686,2034,21038854,10201034,10837820
20,2030,84239,42741,41498
504,2013,32649130,16053794,16595336
320,2042,21462612,10544671,10917941
654,2019,7852,3950,3902
652,2042,6743,3509,3234
332,2027,12014787,5916869,6097918
533,2005,96976,46137,50839
308,2028,115306,58463,56843
152,1985,11952148,5858662,6093486
584,2033,91102,46023,45079
234,2004,48290,25086,23204
591,2024,4074394,2045656,2028738
68,2041,14875685,7358601,7517084
380,2019,62334799,30037419,32297380
0,1992,1932203,986211,945992
674,2011,31817,15434,16383
792,2002,67800721,34240306,33560415
584,2017,74539,37892,36647
663,2034,33755,16041,17714
90,2026,759237,387526,371711
729,2028,44901207,22448517,22452690
296,2040,132834,63260,69574
250,2028,69338899,33958192,35380707
332,2015,10254052,5061111,5192941
788,1991,8361038,4219766,4141272
258,2041,323586,163716,159870
231,1985,40683742,20505697,20178045
72,2041,2708512,1448671,1259841
214,2016,10606865,5368448,5238417
112,2000,10033392,4700420,5332972
31,2020,10205810,5061260,5144550
762,2012,7768385,3864374,3904011
706,2039,18389077,9162468,9226609
608,2000,76451531,38352801,38098730
768,2040,13621766,6755449,6866317
208,2038,5708959,2778197,2930762
32,2048,53755439,26647596,27107843
642,2030,20388581,9898744,10489837
4,1983,12439282,6372274,6067008
604,1982,18161256,9149282,9011974
583,2010,107154,53397,53757
795,2013,5113040,2534980,2578060
450,1987,10636882,5308504,5328378
262,2049,1384848,634177,750671
384,1978,7954372,4091937,3862435
116,1992,10142764,4845886,5296878
626,2010,1087669,547900,539769
558,1995,4401893,2192495,2209398
585,2041,23005,11286,11719
716,1989,9868200,4885215,4982985
484,2026,135957079,66501662,69455417
438,2002,33821,16676,17145
410,2033,52622514,26319007,26303507
831,2045,67165,32859,34306
533,1985,61511,29750,31761
233,2033,1099753,524337,575416
246,2028,5645016,2780276,2864740
531,2025,153501,73885,79616
591,2027,4202435,2107704,2094731
8,2021,3082448,1521728,1560720
862,2038,37811767,18857317,18954450
659,1998,44607,22083,22524
50,2001,130845545,65969370,64876175
376,2045,11818217,5932965,5885252
352,2047,404315,200088,204227
191,2002,4442298,2134603,2307695
364,2013,79853900,40516559,39337341
48,1990,505672,290750,214922
748,2018,1482733,744173,738560
360,2039,295949917,148095782,147854135
332,2041,13689117,6700792,6988325
232,1981,2639252,1315026,1324226
70,2033,3660756,1780196,1880560
214,1999,8325197,4225866,4099331
434,2021,7032131,3630085,3402046
266,1986,859448,421983,437465
414,2048,3820134,2129920,1690214
832,2001,87731,42805,44926
752,2049,11956340,5928588,6027752
634,2020,2444174,1887397,556777
752,2003,9010865,4465168,4545697
380,1997,57492895,27791725,29701170
52,1994,266630,128446,138184
398,2049,22177085,10340334,11836751
832,2007,90452,44291,46161
531,2001,131963,62473,69490
242,2007,852114,433031,419083
324,1968,3506216,1682939,1823277
178,2023,5677797,2845850,2831947
446,2006,499427,238059,261368
184,2032,6665,3384,3281
152,1999,14990469,7368081,7622388
748,2006,1279797,633626,646171
308,2032,115638,58557,57081
44,2028,354842,174091,180751
422,2003,4016050,1986730,2029320
40,1991,7818423,3765953,4052470
208,2015,5581503,2750019,2831484
566,2006,144858470,73922784,70935686
583,2043,82104,39248,42856
372,2029,5590021,2785068,2804953
480,2045,1452280,706253,746027
398,2007,16459828,7929954,8529874
434,2044,8694524,4423793,4270731
28,2022,100466,47339,53127
584,2027,85230,43162,42068
32,2012,42216144,20848458,21367686
148,1997,7261713,3467785,3793928
558,2034,6920546,3374015,3546531
430,2032,6096779,3032528,3064251
458,2044,41335129,20698807,20636322
591,1987,2256735,1145604,1111131
729,2015,36108853,18198904,17909949
398,2036,20988525,9857841,11130684
860,2047,34925522,17223942,17701580
854,2047,44412509,22086954,22325555
784,2000,3219297,2188378,1030919
36,2033,26595084,13320051,13275033
795,2033,6140472,3029183,3111289
504,2038,39836171,19405588,20430583
8,1995,3158154,1602746,1555408
72,1995,1477591,717811,759780
422,1982,3009269,1491732,1517537
250,1999,60935252,29716670,31218582
784,2042,7992301,5301313,2690988
528,1995,15476372,7653565,7822807
204,1979,3354798,1608247,1746551
68,2013,10461053,5176781,5284272
24,2012,18056072,9127939,8928133
498,2014,3583288,1741447,1841841
776,2040,93669,46813,46856
591,2011,3460462,1743928,1716534
882,2010,192001,98583,93418
132,2035,680429,330854,349575
196,1989,726864,363603,363261
804,2041,39208806,18314856,20893950
626,2037,1881463,927330,954133
591,1990,2393441,1214749,1178692
348,2028,9505094,4538961,4966133
462,2002,311855,168920,142935
170,2032,53562613,26461034,27101579
566,2016,186053386,94868376,91185010
499,2042,603840,298000,305840
191,2010,4417475,2128269,2289206
882,2005,184491,95312,89179
798,2019,11244,5563,5681
136,2015,56092,27353,28739
591,2010,3410676,1719234,1691442
740,2032,670513,336709,333804
262,1975,226569,113237,113332
44,2018,332634,163004,169630
798,2038,12740,6385,6355
540,1992,177763,90144,87619
512,2024,3913103,2101960,1811143
876,2038,15974,8138,7836
400,2034,9509562,4741205,4768357
180,2018,85281024,42544333,42736691
788,1998,9304137,4678306,4625831
652,2015,7237,3841,3396
148,2010,10543464,5066184,5477280
112,2010,9680068,4506366,5173702
678,2031,246843,123232,123611
242,2027,962754,487337,475417
316,2013,160378,81354,79024
548,2038,384784,189362,195422
148,2025,13914726,6753419,7161307
422,1990,3451187,1707614,1743573
716,1987,9216479,4566015,4650464
678,2007,164749,82088,82661
740,2006,511895,257144,254751
270,2019,2133640,1053782,1079858
90,2002,458223,233800,224423
188,2001,3956208,1992763,1963445
600,1978,3037492,1514672,1522820
831,2014,65849,32649,33200
344,2013,7082316,3301969,3780347
674,2015,33020,15995,17025
499,2006,691871,344575,347296
466,2018,18523478,9015928,9507550
242,1994,765923,388796,377127
262,1987,409458,201453,208005
496,2049,3664348,1745073,1919275
858,2036,3488064,1694556,1793508
384,2012,21952093,11117615,10834478
320,2011,13824463,6820021,7004442
16,2023,53541,26505,27036
222,2035,6353057,3033612,3319445
670,1994,108691,54418,54273
608,1982,50724769,25454092,25270677
860,2023,31343483,15582024,15761459
108,2009,8831095,4385881,4445214
270,2003,1468917,728315,740602
380,2035,62530696,30060253,32470443
32,1999,36923439,18217525,18705914
188,2013,4695942,2357516,2338426
499,2036,618116,306291,311825
832,2038,107448,53157,54291
840,1991,252980941,123416235,129564706
504,2003,29197060,14427611,14769449
275,2046,4071177,2055664,2015513
226,2000,491483,241640,249843
480,2005,1242821,612778,630043
654,1999,7175,3643,3532
748,2007,1299910,644150,655760
144,2024,23439543,11428449,12011094
756,1996,7188778,3531918,3656860
520,1993,9823,5019,4804
104,2001,48081055,23907069,24173986
540,2017,279070,139380,139690
100,2026,6679018,3251557,3427461
584,1992,47678,24380,23298
600,2008,6203197,3113822,3089375
462,2036,417814,207650,210164
31,2001,8532310,4163805,4368505
288,1988,14850715,7429199,7421516
104,2007,51755836,25734204,26021632
31,1995,8050585,3907400,4143185
784,1987,1530444,1028964,501480
850,2014,104170,48548,55622
384,2049,36780925,18442920,18338005
144,2007,20507595,10065598,10441997
4,1991,13671918,6973080,6698838
418,2050,10068995,4967825,5101170
652,2004,7557,4037,3520
478,2039,5621435,2706955,2914480
531,2000,133956,63440,70516
788,2012,10732900,5349943,5382957
678,2008,168415,83937,84478
858,1994,3137031,1523405,1613626
705,2038,1760799,850469,910330
76,1972,99800740,49696955,50103785
450,2040,39758798,19839958,19918840
686,2040,23389975,11350369,12039606
112,2011,9661508,4496449,5165059
702,2039,7965739,3855687,4110052
798,2040,12856,6453,6403
84,1990,190865,96770,94095
703,2023,5424134,2631659,2792475
705,2007,2009245,978343,1030902
120,2031,35153954,17592821,17561133
64,2042,921408,471673,449735
170,2024,50796833,25103076,25693757
642,1999,22476289,10991882,11484407
540,2019,286401,142886,143515
116,2038,20469095,10033488,10435607
438,2050,43610,21910,21700
663,2023,32872,15747,17125
858,2042,3502894,1702974,1799920
348,2009,10007168,4766058,5241110
178,1985,1926206,938035,988171
788,2050,12180271,5820482,6359789
156,2039,1369861135,692914230,676946905
196,1994,829209,417618,411591
887,2023,31662700,15986746,15675954
372,2048,6282949,3108667,3174282
288,2035,39871210,19602570,20268640
40,1998,8078621,3922440,4156181
192,2013,11250491,5612971,5637520
4,1997,20769357,10587688,10181669
524,2019,30032493,14697238,15335255
882,2017,200108,102041,98067
600,2016,6862812,3441557,3421255
666,2025,5030,2414,2616
204,2043,19738570,9966147,9772423
60,2025,72851,35199,37652
40,2013,8562634,4181502,4381132
304,2002,57363,30565,26798
242,2050,1013636,507160,506476
832,2017,98840,48633,50207
120,2027,32010922,16030138,15980784
140,1983,2543280,1232028,1311252
50,2045,190685388,92177870,98507518
882,2047,240872,120300,120572
188,2039,5865853,2916504,2949349
64,1955,186282,95114,91168
356,2011,1189172906,617039156,572133750
196,1996,864299,436440,427859
554,2023,4713852,2342359,2371493
8,2043,2945632,1438551,1507081
705,2037,1773262,856877,916385
50,2044,190090388,91948824,98141564
484,2038,146337755,71268900,75068855
626,2039,1932593,950917,981676
308,2036,115634,58447,57187
4,2035,50194749,25324534,24870215
348,2010,9992339,4759156,5233183
500,2007,4512,2274,2238
694,2036,9845445,4818929,5026516
652,2021,7106,3757,3349
398,2017,18556698,8855168,9701530
428,2018,1923559,887491,1036068
591,2039,4625374,2309424,2315950
96,1989,245853,129988,115865
496,2007,2666190,1317110,1349080
292,1989,30418,15335,15083
666,1987,6249,3105,3144
418,2049,10003338,4936843,5066495
226,1998,464060,227583,236477
659,1983,43230,20944,22286
752,2014,9723809,4855488,4868321
776,1996,97598,48913,48685
634,2001,671438,443642,227796
180,2003,57303278,28438068,28865210
218,2004,13368398,6647525,6720873
296,2030,123447,59339,64108
288,2012,24652402,12169901,12482501
480,2036,1453276,708830,744446
504,2049,41880296,20324106,21556190
498,2019,3401197,1661207,1739990
586,2039,266736415,135580889,131155526
344,2005,6904226,3328006,3576220
426,2042,1903041,952477,950564
795,2018,5411012,2680672,2730340
242,2013,896758,455486,441272
492,2000,31856,15530,16326
192,1984,9983215,5038339,4944876
604,2036,35536184,17237609,18298575
144,1996,18150801,9026620,9124181
20,2020,85635,43960,41675
654,2001,7283,3696,3587
690,2011,89188,45430,43758
24,1979,6848826,3419526,3429300
583,2038,87293,41959,45334
8,2032,3090867,1517603,1573264
232,2037,7587032,3738070,3848962
524,1998,22671580,11342755,11328825
56,2031,12304177,6062670,6241507
604,2046,36699943,17692290,19007653
68,2026,12625775,6247818,6377957
706,1976,4238645,2122736,2115909
548,2025,323464,160476,162988
440,2028,2476723,1148531,1328192
591,2035,4502303,2251454,2250849
798,1991,9377,4513,4864
600,2023,7440831,3726261,3714570
52,2045,288281,137437,150844
410,2009,49000481,24556054,24444427
28,2037,115210,53797,61413
728,2035,20783070,10503482,10279588
275,2012,2500407,1271906,1228501
499,2025,635537,316082,319455
454,1995,9808275,4837445,4970830
796,2046,81189,40196,40993
422,2037,5650756,2816986,2833770
674,2047,35668,17123,18545
531,2016,149035,71397,77638
608,1990,61480927,30793035,30687892
324,2050,26407254,13226492,13180762
642,2016,21599736,10509474,11090262
702,2041,8103584,3918586,4184998
84,1992,200824,101876,98948
690,1997,76405,37782,38623
458,1995,20339029,10345763,9993266
454,2024,24161941,11963801,12198140
124,2026,37773183,18698295,19074888
706,2034,16509553,8251636,8257917
384,2007,19746949,10021163,9725786
72,1996,1520912,740717,780195
148,1999,7708743,3684691,4024052
356,2003,1057251124,547838799,509412325
328,2043,865910,432789,433121
862,2044,38961191,19428477,19532714
430,2007,3269937,1631072,1638865
112,2004,9855646,4603385,5252261
398,2027,20050514,9482379,10568135
156,2003,1288741095,664121285,624619810
214,1983,6105818,3101634,3004184
732,1987,193847,95856,97991
296,1992,73625,36664,36961
762,2014,8051512,4005247,4046265
288,1982,11638087,5700979,5937108
862,2014,30111977,14987364,15124613
470,2007,401880,199626,202254
643,2015,142423773,65901817,76521956
28,2034,112772,52752,60020
208,2014,5569077,2745226,2823851
840,2010,309346863,152088043,157258820
48,2009,1144365,693959,450406
266,1984,805260,394682,410578
288,2050,52415526,25744182,26671344
662,2001,154400,75585,78815
643,2002,145529792,67807866,77721926
40,2010,8447901,4120258,4327643
756,2050,9539097,4675083,4864014
504,2042,40672424,19781437,20890987
800,1973,10307149,5157245,5149904
663,2041,34226,16215,18011
492,2026,31879,15387,16492
324,2038,20692503,10366574,10325929
840,1982,231664458,112579409,119085049
512,2048,5301677,2792914,2508763
508,1981,12367521,6026447,6341074
833,2021,90995,45671,45324
422,2013,5149085,2572363,2576722
368,2023,45431845,22955170,22476675
584,2045,100489,50524,49965
442,2050,864238,433638,430600
148,1980,4522391,2193708,2328683
398,2039,21298503,9983291,11315212
108,2021,13041941,6498697,6543244
706,2047,21457592,10642232,10815360
662,1990,137561,67355,70206
833,2008,82201,40705,41496
258,2027,308976,157591,151385
268,2020,4930030,2359060,2570970
478,2037,5450578,2624790,2825788
583,2008,107665,53806,53859
76,1970,94930053,47257646,47672407
64,2050,951873,483923,467950
428,2044,1368460,648768,719692
768,2030,10952195,5431739,5520456
562,2044,39507024,19730567,19776457
404,2034,59481846,29653859,29827987
108,2015,10742276,5345128,5397148
178,1992,2352825,1153165,1199660
652,1991,5273,2828,2445
308,2002,102835,51524,51311
304,1994,55923,29854,26069
152,2010,16759904,8240052,8519852
112,2013,9625888,4478202,5147686
414,1997,1801731,1052146,749585
480,2021,1386538,680474,706064
352,2011,318852,160096,158756
426,1983,1471479,717923,753556
51,2002,3096321,1461993,1634328
528,2011,16653734,8236954,8416780
36,2028,25670760,12865082,12805678
84,2018,366820,185739,181081
604,2024,33024609,16144577,16880032
184,1992,18581,9658,8923
466,2023,21345256,10380574,10964682
834,1992,26240313,12911213,13329100
585,2035,22819,11364,11455
620,2034,10642311,5243510,5398801
834,2042,100710385,50414241,50296144
666,1989,6307,3140,3167
887,2006,20614589,10459557,10155032
784,2030,7483671,5046184,2437487
32,1996,35682983,17619140,18063843
686,2047,26104847,12677468,13427379
450,1975,7603790,3805288,3798502
624,2048,2830352,1393617,1436735
112,2019,9503591,4420581,5083010
584,2044,99874,50235,49639
108,1988,5260596,2575073,2685523
462,2033,410089,203885,206204
384,2028,28905274,14567917,14337357
666,2009,5996,2964,3032
756,2008,7610995,3738227,3872768
31,1997,8223513,3997201,4226312
663,2004,27514,13228,14286
600,2024,7522536,3766264,3756272
643,2033,137054391,63345192,73709199
533,1996,83070,39620,43450
60,2000,63061,30474,32587
56,2044,12674470,6219911,6454559
604,1985,19379177,9759046,9620131
566,2008,152429000,77778916,74650084
566,1964,46678988,24030942,22648046
417,2015,5664939,2777095,2887844
666,2003,6290,3140,3150
364,2005,72282713,36738427,35544286
604,2048,36838430,17738869,19099561
214,1990,7083623,3596890,3486733
740,2003,488131,244892,243239
232,1996,3518610,1726751,1791859
360,2030,285149586,142769933,142379653
860,2013,28661637,14263660,14397977
764,2041,68495754,33169637,35326117
702,2006,4713561,2321840,2391721
470,2017,416338,207419,208919
533,2045,146672,68990,77682
887,2029,35099426,17690263,17409163
262,2011,757074,350264,406810
324,2049,25912931,12979472,12933459
96,1994,280501,147275,133226
450,2011,21420952,10702904,10718048
90,2023,722359,368786,353573
784,2017,6072475,4156662,1915813
826,2015,64088222,31873922,32214300
250,2009,64579931,31560879,33019052
270,2007,1629648,806951,822697
434,2027,7537765,3877904,3659861
